ID	TYPE	LEN	PW1_NAME	PW1_ROUTE	PW1_ROUTE_GENES
1000	P1	7	PI3K-Akt signaling pathway	['n43', 'n21', 'n20', 'n15', 'n1', 'n13', 'n38', 'n39']	['CSF1', 'EFNA1', 'EFNA2', 'EFNA3', 'EFNA4', 'EFNA5', 'EGF', 'EREG', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'VEGFD', 'FLT3LG', 'FGF20', 'FGF21', 'FGF22', 'ANGPT1', 'ANGPT2', 'HGF', 'IGF1', 'IGF2', 'INS', 'AREG', 'KITLG', 'NGF', 'NTF3', 'NTF4', 'ANGPT4', 'PDGFA', 'PDGFB', 'PGF', 'PDGFC', 'BDNF', 'TGFA', 'VEGFA', 'VEGFB', 'VEGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'CSF1R', 'EGFR', 'EPHA2', 'ERBB2', 'ERBB3', 'ERBB4', 'FGFR1', 'FGFR3', 'FGFR2', 'FGFR4', 'FLT1', 'FLT3', 'FLT4', 'IGF1R', 'INSR', 'KDR', 'KIT', 'MET', 'NGFR', 'NTRK1', 'NTRK2', 'PDGFRA', 'PDGFRB', 'TEK', 'IRS1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'RELA']
1001	P1	7	PI3K-Akt signaling pathway	['n43', 'n21', 'n20', 'n15', 'n1', 'n13', 'n31', 'n33']	['CSF1', 'EFNA1', 'EFNA2', 'EFNA3', 'EFNA4', 'EFNA5', 'EGF', 'EREG', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'VEGFD', 'FLT3LG', 'FGF20', 'FGF21', 'FGF22', 'ANGPT1', 'ANGPT2', 'HGF', 'IGF1', 'IGF2', 'INS', 'AREG', 'KITLG', 'NGF', 'NTF3', 'NTF4', 'ANGPT4', 'PDGFA', 'PDGFB', 'PGF', 'PDGFC', 'BDNF', 'TGFA', 'VEGFA', 'VEGFB', 'VEGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'CSF1R', 'EGFR', 'EPHA2', 'ERBB2', 'ERBB3', 'ERBB4', 'FGFR1', 'FGFR3', 'FGFR2', 'FGFR4', 'FLT1', 'FLT3', 'FLT4', 'IGF1R', 'INSR', 'KDR', 'KIT', 'MET', 'NGFR', 'NTRK1', 'NTRK2', 'PDGFRA', 'PDGFRB', 'TEK', 'IRS1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'MDM2', 'TP53']
1002	P1	7	PI3K-Akt signaling pathway	['n43', 'n21', 'n20', 'n15', 'n1', 'n13', 'n23', 'n553']	['CSF1', 'EFNA1', 'EFNA2', 'EFNA3', 'EFNA4', 'EFNA5', 'EGF', 'EREG', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'VEGFD', 'FLT3LG', 'FGF20', 'FGF21', 'FGF22', 'ANGPT1', 'ANGPT2', 'HGF', 'IGF1', 'IGF2', 'INS', 'AREG', 'KITLG', 'NGF', 'NTF3', 'NTF4', 'ANGPT4', 'PDGFA', 'PDGFB', 'PGF', 'PDGFC', 'BDNF', 'TGFA', 'VEGFA', 'VEGFB', 'VEGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'CSF1R', 'EGFR', 'EPHA2', 'ERBB2', 'ERBB3', 'ERBB4', 'FGFR1', 'FGFR3', 'FGFR2', 'FGFR4', 'FLT1', 'FLT3', 'FLT4', 'IGF1R', 'INSR', 'KDR', 'KIT', 'MET', 'NGFR', 'NTRK1', 'NTRK2', 'PDGFRA', 'PDGFRB', 'TEK', 'IRS1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'GSK3B', 'MYC', 'CCND1']
1003	P1	6	PI3K-Akt signaling pathway	['n43', 'n21', 'n20', 'n15', 'n1', 'n13', 'n29']	['CSF1', 'EFNA1', 'EFNA2', 'EFNA3', 'EFNA4', 'EFNA5', 'EGF', 'EREG', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'VEGFD', 'FLT3LG', 'FGF20', 'FGF21', 'FGF22', 'ANGPT1', 'ANGPT2', 'HGF', 'IGF1', 'IGF2', 'INS', 'AREG', 'KITLG', 'NGF', 'NTF3', 'NTF4', 'ANGPT4', 'PDGFA', 'PDGFB', 'PGF', 'PDGFC', 'BDNF', 'TGFA', 'VEGFA', 'VEGFB', 'VEGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'CSF1R', 'EGFR', 'EPHA2', 'ERBB2', 'ERBB3', 'ERBB4', 'FGFR1', 'FGFR3', 'FGFR2', 'FGFR4', 'FLT1', 'FLT3', 'FLT4', 'IGF1R', 'INSR', 'KDR', 'KIT', 'MET', 'NGFR', 'NTRK1', 'NTRK2', 'PDGFRA', 'PDGFRB', 'TEK', 'IRS1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'FOXO3']
1004	P1	6	PI3K-Akt signaling pathway	['n43', 'n21', 'n20', 'n15', 'n1', 'n13', 'n108']	['CSF1', 'EFNA1', 'EFNA2', 'EFNA3', 'EFNA4', 'EFNA5', 'EGF', 'EREG', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'VEGFD', 'FLT3LG', 'FGF20', 'FGF21', 'FGF22', 'ANGPT1', 'ANGPT2', 'HGF', 'IGF1', 'IGF2', 'INS', 'AREG', 'KITLG', 'NGF', 'NTF3', 'NTF4', 'ANGPT4', 'PDGFA', 'PDGFB', 'PGF', 'PDGFC', 'BDNF', 'TGFA', 'VEGFA', 'VEGFB', 'VEGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'CSF1R', 'EGFR', 'EPHA2', 'ERBB2', 'ERBB3', 'ERBB4', 'FGFR1', 'FGFR3', 'FGFR2', 'FGFR4', 'FLT1', 'FLT3', 'FLT4', 'IGF1R', 'INSR', 'KDR', 'KIT', 'MET', 'NGFR', 'NTRK1', 'NTRK2', 'PDGFRA', 'PDGFRB', 'TEK', 'IRS1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'NR4A1']
1005	P2	2	PI3K-Akt signaling pathway	['n29', 'n568']	['FOXO3', 'FASLG', 'BCL2L11']
1006	P2	2	PI3K-Akt signaling pathway	['n29', 'n566', 'n42']	['FOXO3', 'CDKN1B', 'RBL2', 'Cell cycle/Progression']
1007	P2	2	PI3K-Akt signaling pathway	['n29', 'n565', 'n56']	['FOXO3', 'PCK1', 'PCK2', 'G6PC3', 'G6PC2', 'G6PC', 'Metabolism']
1008	P2	2	PI3K-Akt signaling pathway	['n29', 'n553', 'n42']	['FOXO3', 'MYC', 'CCND1', 'Cell cycle/Progression']
1009	P2	2	PI3K-Akt signaling pathway	['n39', 'n562', 'n40']	['NFKB1', 'RELA', 'MYB', 'BCL2L1', 'NF-kappa B signaling pathway']
1010	P2	2	PI3K-Akt signaling pathway	['n39', 'n562', 'n554']	['NFKB1', 'RELA', 'MYB', 'BCL2L1', 'Cell Survival']
1011	P2	2	PI3K-Akt signaling pathway	['n95', 'n96', 'n554']	['CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'BCL2', 'Cell Survival']
1012	P2	2	PI3K-Akt signaling pathway	['n95', 'n97', 'n554']	['CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'MCL1', 'Cell Survival']
1013	P2	2	PI3K-Akt signaling pathway	['n108', 'n109']	['NR4A1', 'RXRA']
1014	P2	2	PI3K-Akt signaling pathway	['n108', 'n110', 'n554']	['NR4A1', 'BCL2', 'Cell Survival']
1015	P2	2	Platelet activation	['n90', 'n91']	['ARHGAP35', 'RHOA']
1016	P2	2	PPAR signaling pathway	['n68', 'n196']	['PPARA', 'RXRA', 'RXRB', 'RXRG', 'ACOX2', 'ACOX1', 'ACOX3', 'SCP2', 'ACADM', 'ACADL', 'CYP4A11', 'CYP4A22', 'CPT1C', 'CPT1A', 'CPT1B', 'CPT2', 'ACAA1', 'EHHADH']
1017	P2	2	PPAR signaling pathway	['n68', 'n188']	['PPARA', 'RXRA', 'RXRB', 'RXRG', 'ANGPTL4', 'PLIN4', 'PLIN1', 'PLIN2', 'PLIN5', 'ADIPOQ', 'FABP4', 'SORBS1', 'MMP1']
1018	P2	2	PPAR signaling pathway	['n68', 'n210']	['PPARA', 'RXRA', 'RXRB', 'RXRG', 'NR1H3', 'CYP7A1', 'CYP27A1', 'CYP8B1']
1019	P2	2	PPAR signaling pathway	['n68', 'n37']	['PPARA', 'RXRA', 'RXRB', 'RXRG', 'HMGCS1', 'HMGCS2']
1020	P2	2	PPAR signaling pathway	['n68', 'n212']	['PPARA', 'RXRA', 'RXRB', 'RXRG', 'APOA2', 'APOA1', 'APOC3', 'PLTP', 'APOA5']
1021	P2	2	PPAR signaling pathway	['n68', 'n204']	['PPARA', 'RXRA', 'RXRB', 'RXRG', 'ACSL4', 'ACSL3', 'ACSBG1', 'ACSL1', 'ACSBG2', 'ACSL5', 'ACSL6', 'OLR1', 'CD36', 'LPL', 'FABP3', 'SLC27A1', 'SLC27A4', 'DBI', 'FABP1']
1022	P2	2	PPAR signaling pathway	['n68', 'n66']	['PPARA', 'RXRA', 'RXRB', 'RXRG', 'UCP1']
1023	P2	2	PPAR signaling pathway	['n68', 'n209']	['PPARA', 'RXRA', 'RXRB', 'RXRG', 'ME1', 'ME3', 'FADS2', 'SCD', 'SCD5']
1024	P2	2	PPAR signaling pathway	['n69', 'n196']	['PPARD', 'RXRA', 'RXRB', 'RXRG', 'ACOX2', 'ACOX1', 'ACOX3', 'SCP2', 'ACADM', 'ACADL', 'CYP4A11', 'CYP4A22', 'CPT1C', 'CPT1A', 'CPT1B', 'CPT2', 'ACAA1', 'EHHADH']
1025	P2	2	PPAR signaling pathway	['n69', 'n188']	['PPARD', 'RXRA', 'RXRB', 'RXRG', 'ANGPTL4', 'PLIN4', 'PLIN1', 'PLIN2', 'PLIN5', 'ADIPOQ', 'FABP4', 'SORBS1', 'MMP1']
1026	P2	2	PPAR signaling pathway	['n69', 'n66']	['PPARD', 'RXRA', 'RXRB', 'RXRG', 'UCP1']
1027	P2	2	PPAR signaling pathway	['n69', 'n62']	['PPARD', 'RXRA', 'RXRB', 'RXRG', 'UBC']
1028	P2	2	PPAR signaling pathway	['n69', 'n204']	['PPARD', 'RXRA', 'RXRB', 'RXRG', 'ACSL4', 'ACSL3', 'ACSBG1', 'ACSL1', 'ACSBG2', 'ACSL5', 'ACSL6', 'OLR1', 'CD36', 'LPL', 'FABP3', 'SLC27A1', 'SLC27A4', 'DBI', 'FABP1']
1029	P2	2	PPAR signaling pathway	['n69', 'n185']	['PPARD', 'RXRA', 'RXRB', 'RXRG', 'ILK', 'PDPK1']
1030	P2	2	PPAR signaling pathway	['n70', 'n188']	['PPARG', 'RXRA', 'RXRB', 'RXRG', 'ANGPTL4', 'PLIN4', 'PLIN1', 'PLIN2', 'PLIN5', 'ADIPOQ', 'FABP4', 'SORBS1', 'MMP1']
1031	P2	2	PPAR signaling pathway	['n70', 'n186']	['PPARG', 'RXRA', 'RXRB', 'RXRG', 'PCK1', 'PCK2', 'AQP7', 'GK2', 'GK']
1032	P2	2	PPAR signaling pathway	['n70', 'n66']	['PPARG', 'RXRA', 'RXRB', 'RXRG', 'UCP1']
1033	P2	2	PPAR signaling pathway	['n70', 'n196']	['PPARG', 'RXRA', 'RXRB', 'RXRG', 'ACOX2', 'ACOX1', 'ACOX3', 'SCP2', 'ACADM', 'ACADL', 'CYP4A11', 'CYP4A22', 'CPT1C', 'CPT1A', 'CPT1B', 'CPT2', 'ACAA1', 'EHHADH']
1034	P2	2	PPAR signaling pathway	['n70', 'n204']	['PPARG', 'RXRA', 'RXRB', 'RXRG', 'ACSL4', 'ACSL3', 'ACSBG1', 'ACSL1', 'ACSBG2', 'ACSL5', 'ACSL6', 'OLR1', 'CD36', 'LPL', 'FABP3', 'SLC27A1', 'SLC27A4', 'DBI', 'FABP1']
1035	P2	2	PPAR signaling pathway	['n70', 'n210']	['PPARG', 'RXRA', 'RXRB', 'RXRG', 'NR1H3', 'CYP7A1', 'CYP27A1', 'CYP8B1']
1036	P2	2	PPAR signaling pathway	['n70', 'n209']	['PPARG', 'RXRA', 'RXRB', 'RXRG', 'ME1', 'ME3', 'FADS2', 'SCD', 'SCD5']
1037	P1	3	Prolactin signaling pathway	['n72', 'n73', 'n74']	['TNFSF11', 'TNFRSF11A', 'NFKB1', 'RELA']
1038	P2	2	Prolactin signaling pathway	['n17', 'n68']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'CCND1']
1039	P2	13	Prolactin signaling pathway	['n17', 'n36', 'n13', 'n16', 'n18', 'n20', 'n21', 'n10', 'n9', 'n8', 'n7', 'n70', 'n68']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'CISH', 'PRLR', 'JAK2', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'CCND1']
1040	P2	13	Prolactin signaling pathway	['n17', 'n36', 'n13', 'n16', 'n18', 'n20', 'n21', 'n10', 'n9', 'n5', 'n3', 'n4', 'n69', 'n71']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'CISH', 'PRLR', 'JAK2', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'GSK3B', 'CCND1']
1041	P2	12	Prolactin signaling pathway	['n17', 'n36', 'n13', 'n16', 'n18', 'n20', 'n21', 'n10', 'n9', 'n3', 'n4', 'n69', 'n71']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'CISH', 'PRLR', 'JAK2', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'GSK3B', 'CCND1']
1042	P2	13	Prolactin signaling pathway	['n17', 'n36', 'n13', 'n16', 'n18', 'n20', 'n21', 'n10', 'n29', 'n30', 'n7', 'n70', 'n68']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'CISH', 'PRLR', 'JAK2', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'GRB2', 'SOS1', 'SOS2', 'HRAS', 'KRAS', 'NRAS', 'MAPK8', 'MAPK9', 'MAPK10', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPK1', 'MAPK3', 'FOS', 'CCND1']
1043	P2	10	Prolactin signaling pathway	['n17', 'n36', 'n13', 'n16', 'n18', 'n19', 'n5', 'n3', 'n4', 'n69', 'n71']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'CISH', 'PRLR', 'JAK2', 'SHC2', 'SHC4', 'SHC3', 'SHC1', 'SRC', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2', 'GSK3B', 'CCND1']
1044	P2	2	Prolactin signaling pathway	['n17', 'n37']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'TNFSF11']
1045	P2	2	Prolactin signaling pathway	['n17', 'n34']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'ELF5']
1046	P2	2	Prolactin signaling pathway	['n17', 'n33']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'CSN2']
1047	P2	2	Prolactin signaling pathway	['n17', 'n56']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'LHCGR']
1048	P2	2	Prolactin signaling pathway	['n17', 'n57']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'ESR1', 'ESR2']
1049	P2	2	Prolactin signaling pathway	['n17', 'n38']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'IRF1']
1050	P2	2	Prolactin signaling pathway	['n17', 'n40']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'TH']
1051	P2	2	Prolactin signaling pathway	['n17', 'n44']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'PRLR']
1052	P2	2	Prolactin signaling pathway	['n17', 'n45']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'SLC2A2']
1053	P2	2	Prolactin signaling pathway	['n17', 'n46']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'GCK']
1054	P2	2	Prolactin signaling pathway	['n17', 'n48']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'CCND2']
1055	P2	2	Prolactin signaling pathway	['n17', 'n47']	['STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'INS']
1056	P2	2	Prolactin signaling pathway	['n28', 'n31']	['FOXO3', 'GALT']
1057	P2	2	Prolactin signaling pathway	['n70', 'n68']	['FOS', 'CCND1']
1058	P2	2	Prolactin signaling pathway	['n74', 'n75']	['NFKB1', 'RELA', 'CCND1']
1059	P1	5	Rap1 signaling pathway	['n8', 'n9', 'n35', 'n40', 'n59', 'n6']	['CSF1', 'EFNA1', 'EFNA2', 'EFNA3', 'EFNA4', 'EFNA5', 'EGF', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'VEGFD', 'FGF20', 'FGF21', 'FGF22', 'ANGPT1', 'ANGPT2', 'HGF', 'IGF1', 'INS', 'KITLG', 'NGF', 'ANGPT4', 'PDGFA', 'PDGFB', 'PGF', 'PDGFC', 'VEGFA', 'VEGFB', 'VEGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'CSF1R', 'EGFR', 'EPHA2', 'FGFR1', 'FGFR3', 'FGFR2', 'FGFR4', 'FLT1', 'FLT4', 'IGF1R', 'INSR', 'KDR', 'KIT', 'MET', 'NGFR', 'PDGFRA', 'PDGFRB', 'TEK', 'PLCB1', 'PLCB2', 'PLCB3', 'PLCB4', 'C00165', 'RASGRP3', 'RAP1A', 'RAP1B']
1060	P1	5	Rap1 signaling pathway	['n8', 'n9', 'n35', 'n41', 'n60', 'n6']	['CSF1', 'EFNA1', 'EFNA2', 'EFNA3', 'EFNA4', 'EFNA5', 'EGF', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'VEGFD', 'FGF20', 'FGF21', 'FGF22', 'ANGPT1', 'ANGPT2', 'HGF', 'IGF1', 'INS', 'KITLG', 'NGF', 'ANGPT4', 'PDGFA', 'PDGFB', 'PGF', 'PDGFC', 'VEGFA', 'VEGFB', 'VEGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'CSF1R', 'EGFR', 'EPHA2', 'FGFR1', 'FGFR3', 'FGFR2', 'FGFR4', 'FLT1', 'FLT4', 'IGF1R', 'INSR', 'KDR', 'KIT', 'MET', 'NGFR', 'PDGFRA', 'PDGFRB', 'TEK', 'PLCB1', 'PLCB2', 'PLCB3', 'PLCB4', 'C00076', 'RASGRP2', 'RAP1A', 'RAP1B']
1061	P1	5	Rap1 signaling pathway	['n8', 'n9', 'n36', 'n38', 'n6']	['CSF1', 'EFNA1', 'EFNA2', 'EFNA3', 'EFNA4', 'EFNA5', 'EGF', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'VEGFD', 'FGF20', 'FGF21', 'FGF22', 'ANGPT1', 'ANGPT2', 'HGF', 'IGF1', 'INS', 'KITLG', 'NGF', 'ANGPT4', 'PDGFA', 'PDGFB', 'PGF', 'PDGFC', 'VEGFA', 'VEGFB', 'VEGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'CSF1R', 'EGFR', 'EPHA2', 'FGFR1', 'FGFR3', 'FGFR2', 'FGFR4', 'FLT1', 'FLT4', 'IGF1R', 'INSR', 'KDR', 'KIT', 'MET', 'NGFR', 'PDGFRA', 'PDGFRB', 'TEK', 'CRK', 'CRKL', 'RAPGEF1', 'RAP1A', 'RAP1B']
1062	P1	5	Rap1 signaling pathway	['n32', 'n33', 'n61', 'n39', 'n23', 'n6']	['ADORA2A', 'ADORA2B', 'LPAR1', 'F2R', 'LPAR3', 'FPR1', 'LPAR4', 'P2RY1', 'LPAR5', 'F2RL3', 'LPAR2', 'GNAS', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'RAPGEF3', 'RAPGEF4', 'RAP1A', 'RAP1B']
1063	P1	5	Rap1 signaling pathway	['n32', 'n34', 'n35', 'n40', 'n59', 'n6']	['ADORA2A', 'ADORA2B', 'LPAR1', 'F2R', 'LPAR3', 'FPR1', 'LPAR4', 'P2RY1', 'LPAR5', 'F2RL3', 'LPAR2', 'GNAQ', 'PLCB1', 'PLCB2', 'PLCB3', 'PLCB4', 'C00165', 'RASGRP3', 'RAP1A', 'RAP1B']
1064	P1	5	Rap1 signaling pathway	['n32', 'n34', 'n35', 'n41', 'n60', 'n6']	['ADORA2A', 'ADORA2B', 'LPAR1', 'F2R', 'LPAR3', 'FPR1', 'LPAR4', 'P2RY1', 'LPAR5', 'F2RL3', 'LPAR2', 'GNAQ', 'PLCB1', 'PLCB2', 'PLCB3', 'PLCB4', 'C00076', 'RASGRP2', 'RAP1A', 'RAP1B']
1065	P1	3	Rap1 signaling pathway	['n37', 'n38', 'n6']	['CDH1', 'RAPGEF1', 'RAP1A', 'RAP1B']
1066	P1	4	Rap1 signaling pathway	['n62', 'n63', 'n26', 'n6']	['CNR1', 'DRD2', 'GNAI1', 'GNAI2', 'GNAI3', 'GNAO1', 'RAP1GAP', 'RAP1A', 'RAP1B']
1067	P1	4	Rap1 signaling pathway	['n83', 'n89', 'n103', 'n6']	['K10784...', 'LAT', 'LCP2', 'FYB1', 'SKAP1', 'RAP1A', 'RAP1B']
1068	P2	4	Rap1 signaling pathway	['n6', 'n7', 'n81', 'n82', 'n384']	['RAP1A', 'RAP1B', 'APBB1IP', 'TLN1', 'TLN2', 'ITGA2B', 'ITGB3', 'Cell Adhesion']
1069	P2	4	Rap1 signaling pathway	['n6', 'n7', 'n16', 'n17', 'n384']	['RAP1A', 'RAP1B', 'APBB1IP', 'PFN3', 'PFN4', 'PFN1', 'PFN2', 'ACTB', 'ACTG1', 'Cell Adhesion']
1070	P2	4	Rap1 signaling pathway	['n6', 'n7', 'n15', 'n17', 'n384']	['RAP1A', 'RAP1B', 'APBB1IP', 'VASP', 'ACTB', 'ACTG1', 'Cell Adhesion']
1071	P2	4	Rap1 signaling pathway	['n6', 'n49', 'n50', 'n17', 'n384']	['RAP1A', 'RAP1B', 'ARAP3', 'RHOA', 'ACTB', 'ACTG1', 'Cell Adhesion']
1072	P2	4	Rap1 signaling pathway	['n6', 'n104', 'n55', 'n17', 'n384']	['RAP1A', 'RAP1B', 'SRC', 'FARP2', 'CDC42', 'ACTB', 'ACTG1', 'Cell Adhesion']
1073	P2	4	Rap1 signaling pathway	['n6', 'n104', 'n55', 'n106', 'n384']	['RAP1A', 'RAP1B', 'SRC', 'FARP2', 'CDC42', 'PARD3', 'PRKCI', 'PRKCZ', 'PARD6A', 'PARD6G', 'PARD6B', 'Cell Adhesion']
1074	P2	4	Rap1 signaling pathway	['n6', 'n105', 'n47', 'n106', 'n384']	['RAP1A', 'RAP1B', 'VAV2', 'TIAM1', 'RAC1', 'RAC2', 'RAC3', 'PARD3', 'PRKCI', 'PRKCZ', 'PARD6A', 'PARD6G', 'PARD6B', 'Cell Adhesion']
1075	P2	4	Rap1 signaling pathway	['n6', 'n28', 'n73', 'n18', 'n384']	['RAP1A', 'RAP1B', 'AFDN', 'CTNND1', 'CDH1', 'Cell Adhesion']
1076	P2	4	Rap1 signaling pathway	['n6', 'n52', 'n74', 'n18', 'n384']	['RAP1A', 'RAP1B', 'KRIT1', 'CTNNB1', 'CDH1', 'Cell Adhesion']
1077	P2	3	Rap1 signaling pathway	['n6', 'n97', 'n30', 'n384']	['RAP1A', 'RAP1B', 'RGS14', 'ITGAL', 'ITGAM', 'ITGB1', 'ITGB2', 'Cell Adhesion']
1078	P2	3	Rap1 signaling pathway	['n6', 'n12', 'n30', 'n384']	['RAP1A', 'RAP1B', 'RASSF5', 'ITGAL', 'ITGAM', 'ITGB1', 'ITGB2', 'Cell Adhesion']
1079	P2	3	Rap1 signaling pathway	['n6', 'n51', 'n30', 'n384']	['RAP1A', 'RAP1B', 'PRKD1', 'ITGAL', 'ITGAM', 'ITGB1', 'ITGB2', 'Cell Adhesion']
1080	P2	4	Rap1 signaling pathway	['n6', 'n29', 'n4', 'n3', 'n385']	['RAP1A', 'RAP1B', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'Proliferation']
1081	P2	3	Rap1 signaling pathway	['n6', 'n13', 'n14', 'n385']	['RAP1A', 'RAP1B', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'Proliferation']
1082	P2	3	Rap1 signaling pathway	['n6', 'n66', 'n67', 'n385']	['RAP1A', 'RAP1B', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'AKT3', 'AKT1', 'AKT2', 'Proliferation']
1083	P2	2	Rap1 signaling pathway	['n6', 'n96', 'n385']	['RAP1A', 'RAP1B', 'PLCE1', 'Proliferation']
1084	P2	3	Rap1 signaling pathway	['n6', 'n94', 'n95', 'n381']	['RAP1A', 'RAP1B', 'ID1', 'THBS1', 'Defective angiogenesis']
1085	P2	3	Rap1 signaling pathway	['n6', 'n10', 'n27', 'n383']	['RAP1A', 'RAP1B', 'RALGDS', 'RALA', 'RALB', 'Smg Cross-talk']
1086	P2	3	Rap1 signaling pathway	['n6', 'n10', 'n11', 'n383']	['RAP1A', 'RAP1B', 'RALGDS', 'RAC1', 'RAC2', 'RAC3', 'Smg Cross-talk']
1087	P2	4	Rap1 signaling pathway	['n6', 'n5', 'n4', 'n3', 'n385']	['RAP1A', 'RAP1B', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'Proliferation']
