ULRID	C1-R1-TFs-ids	C1-R1-TFs-genes	C1-R1-ids	C1-R1-genes	C1-R1-PW	C1-R1-ID	C1-R1-TYPE	SocektPairs_TF	SocketPairs_Ligand
4891	n30	FOS	n30,n327,n278	FOS,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1493	P2	FOS	IL4
4892	n44	STAT6	n44,n327,n278	STAT6,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1497	P2	STAT6	IL4
4893	n55	GATA3	n55,n327,n278	GATA3,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1498	P2	GATA3	IL4
4894	n55,n58,n44	GATA3,MAF,STAT6	n55,n58,n42,n43,n44,n327,n278	GATA3,MAF,IL4,IL4R,STAT6,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1499	P2	GATA3,MAF,STAT6	IL4
4895	n55,n58,n56	GATA3,MAF,STAT5A,STAT5B	n55,n58,n49,n50,n56,n327,n278	GATA3,MAF,IL2,IL2RA,IL2RB,IL2RG,STAT5A,STAT5B,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1500	P2	GATA3,MAF,STAT5A,STAT5B	IL4
4896	n55,n68	GATA3,TBX21	n55,n68,n53	GATA3,TBX21,IL4	Th1 and Th2 cell differentiation	Route1503	P2	GATA3,TBX21	IL4
4897	n56	STAT5A,STAT5B	n56,n327,n278	STAT5A,STAT5B,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1504	P2	STAT5A,STAT5B	IL4
4898	n58,n44	MAF,STAT6	n58,n42,n43,n44,n327,n278	MAF,IL4,IL4R,STAT6,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1505	P2	MAF,STAT6	IL4
4899	n58,n56	MAF,STAT5A,STAT5B	n58,n49,n50,n56,n327,n278	MAF,IL2,IL2RA,IL2RB,IL2RG,STAT5A,STAT5B,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1506	P2	MAF,STAT5A,STAT5B	IL4
4900	n68	TBX21	n68,n53	TBX21,IL4	Th1 and Th2 cell differentiation	Route1509	P2	TBX21	IL4
4901	n82,n55	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3	n82,n55,n327,n278	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1512	P2	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3	IL4
4902	n82,n55,n58,n44	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3,MAF,STAT6	n82,n55,n58,n42,n43,n44,n327,n278	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3,MAF,IL4,IL4R,STAT6,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1513	P2	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3,MAF,STAT6	IL4
4903	n82,n55,n58,n56	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3,MAF,STAT5A,STAT5B	n82,n55,n58,n49,n50,n56,n327,n278	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3,MAF,IL2,IL2RA,IL2RB,IL2RG,STAT5A,STAT5B,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1514	P2	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3,MAF,STAT5A,STAT5B	IL4
4904	n82,n55,n68	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3,TBX21	n82,n55,n68,n53	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3,TBX21,IL4	Th1 and Th2 cell differentiation	Route1517	P2	MAML3,MAML2,MAML1,RBPJL,RBPJ,GATA3,TBX21	IL4
4905	n82,n44	MAML3,MAML2,MAML1,RBPJL,RBPJ,STAT6	n82,n42,n43,n44,n327,n278	MAML3,MAML2,MAML1,RBPJL,RBPJ,IL4,IL4R,STAT6,MAF,IL5,IL13,IL2,IL4,IL2RA,IL4R,GATA3,Th2 Humoral Immunity (Antibody production)	Th1 and Th2 cell differentiation	Route1518	P2	MAML3,MAML2,MAML1,RBPJL,RBPJ,STAT6	IL4
4906	n46,n68	TBX21,TBX21	n46,n68,n53	TBX21,TBX21,IL4	Th1 and Th2 cell differentiation	Route1521	P2	TBX21,TBX21	IL4
4907	NA	NA	NA	NA	NA	NA	NA	SPI1	IL4
4908	NA	NA	NA	NA	NA	NA	NA	GATA1	IL4
4909	NA	NA	NA	NA	NA	NA	NA	GATA2	IL4
4910	NA	NA	NA	NA	NA	NA	NA	REST	IL4
4911	NA	NA	NA	NA	NA	NA	NA	ATF3	IL4
4912	NA	NA	NA	NA	NA	NA	NA	LMO2	IL4
4913	NA	NA	NA	NA	NA	NA	NA	BACH1	IL4
4914	NA	NA	NA	NA	NA	NA	NA	RUNX1	IL13
4915	NA	NA	NA	NA	NA	NA	NA	NANOG	IL13
4916	NA	NA	NA	NA	NA	NA	NA	POU5F1	IL13
4917	NA	NA	NA	NA	NA	NA	NA	EGR1	IL13
4918	NA	NA	NA	NA	NA	NA	NA	GATA1	IL13
4919	NA	NA	NA	NA	NA	NA	NA	GATA2	IL13
4920	NA	NA	NA	NA	NA	NA	NA	KDM5B	IL13
4921	NA	NA	NA	NA	NA	NA	NA	EOMES	IL13
4922	NA	NA	NA	NA	NA	NA	NA	TFAP2C	IL13
4923	NA	NA	NA	NA	NA	NA	NA	PPARD	IL13
4924	NA	NA	NA	NA	NA	NA	NA	RAD21	IL13
4925	NA	NA	NA	NA	NA	NA	NA	BMI1	IL13
4926	NA	NA	NA	NA	NA	NA	NA	MTF2	IL13
4927	NA	NA	NA	NA	NA	NA	NA	SUZ12	IL13
4928	NA	NA	NA	NA	NA	NA	NA	RELA	IL13
4929	NA	NA	NA	NA	NA	NA	NA	RBPJ	IL13
4930	NA	NA	NA	NA	NA	NA	NA	STAT3	DLL3
4931	NA	NA	NA	NA	NA	NA	NA	NANOG	DLL3
4932	NA	NA	NA	NA	NA	NA	NA	POU5F1	DLL3
4933	NA	NA	NA	NA	NA	NA	NA	EGR1	DLL3
4934	NA	NA	NA	NA	NA	NA	NA	MITF	DLL3
4935	NA	NA	NA	NA	NA	NA	NA	SIN3B	DLL3
4936	NA	NA	NA	NA	NA	NA	NA	ASH2L	DLL3
4937	NA	NA	NA	NA	NA	NA	NA	FOXP1	DLL3
4938	NA	NA	NA	NA	NA	NA	NA	SRY	DLL3
4939	NA	NA	NA	NA	NA	NA	NA	SALL4	DLL3
4940	NA	NA	NA	NA	NA	NA	NA	ZNF281	DLL3
4941	NA	NA	NA	NA	NA	NA	NA	CCND1	DLL3
4942	NA	NA	NA	NA	NA	NA	NA	MYBL2	DLL3
4943	NA	NA	NA	NA	NA	NA	NA	SUZ12	DLL3
4944	NA	NA	NA	NA	NA	NA	NA	SOX11	DLL3
4945	NA	NA	NA	NA	NA	NA	NA	NACC1	DLL3
4946	NA	NA	NA	NA	NA	NA	NA	PDX1	DLL3
4947	NA	NA	NA	NA	NA	NA	NA	DACH1	DLL4
4948	NA	NA	NA	NA	NA	NA	NA	FLI1	DLL4
4949	NA	NA	NA	NA	NA	NA	NA	RUNX1	DLL4
4950	NA	NA	NA	NA	NA	NA	NA	KLF4	DLL4
4951	NA	NA	NA	NA	NA	NA	NA	NANOG	DLL4
4952	NA	NA	NA	NA	NA	NA	NA	POU5F1	DLL4
4953	NA	NA	NA	NA	NA	NA	NA	SOX2	DLL4
4954	NA	NA	NA	NA	NA	NA	NA	TCF3	DLL4
4955	NA	NA	NA	NA	NA	NA	NA	EGR1	DLL4
4956	NA	NA	NA	NA	NA	NA	NA	TP53	DLL4
4957	NA	NA	NA	NA	NA	NA	NA	GATA1	DLL4
4958	NA	NA	NA	NA	NA	NA	NA	GATA2	DLL4
4959	NA	NA	NA	NA	NA	NA	NA	SETDB1	DLL4
4960	NA	NA	NA	NA	NA	NA	NA	FOXP1	DLL4
4961	NA	NA	NA	NA	NA	NA	NA	MYCN	DLL4
4962	NA	NA	NA	NA	NA	NA	NA	TRIM28	DLL4
4963	NA	NA	NA	NA	NA	NA	NA	SOX9	DLL4
4964	NA	NA	NA	NA	NA	NA	NA	SRY	DLL4
4965	NA	NA	NA	NA	NA	NA	NA	ZNF281	DLL4
4966	NA	NA	NA	NA	NA	NA	NA	TEAD4	DLL4
4967	NA	NA	NA	NA	NA	NA	NA	BMI1	DLL4
4968	NA	NA	NA	NA	NA	NA	NA	EED	DLL4
4969	NA	NA	NA	NA	NA	NA	NA	PHC1	DLL4
4970	NA	NA	NA	NA	NA	NA	NA	EZH2	DLL4
4971	NA	NA	NA	NA	NA	NA	NA	RNF2	DLL4
4972	NA	NA	NA	NA	NA	NA	NA	JARID2	DLL4
4973	NA	NA	NA	NA	NA	NA	NA	MTF2	DLL4
4974	NA	NA	NA	NA	NA	NA	NA	SUZ12	DLL4
4975	NA	NA	NA	NA	NA	NA	NA	LMO2	DLL4
4976	NA	NA	NA	NA	NA	NA	NA	MEIS1	DLL4
4977	NA	NA	NA	NA	NA	NA	NA	NR0B1	DLL4
4978	NA	NA	NA	NA	NA	NA	NA	ZNF217	JAG1
4979	NA	NA	NA	NA	NA	NA	NA	NFE2L2	JAG1
4980	NA	NA	NA	NA	NA	NA	NA	ELK1	JAG1
4981	NA	NA	NA	NA	NA	NA	NA	AR	JAG1
4982	NA	NA	NA	NA	NA	NA	NA	SMAD4	JAG1
4983	NA	NA	NA	NA	NA	NA	NA	TP63	JAG1
4984	NA	NA	NA	NA	NA	NA	NA	E2F1	JAG1
4985	NA	NA	NA	NA	NA	NA	NA	RUNX1	JAG1
4986	NA	NA	NA	NA	NA	NA	NA	MYC	JAG1
4987	NA	NA	NA	NA	NA	NA	NA	NANOG	JAG1
4988	NA	NA	NA	NA	NA	NA	NA	POU5F1	JAG1
4989	NA	NA	NA	NA	NA	NA	NA	SOX2	JAG1
4990	NA	NA	NA	NA	NA	NA	NA	TCF3	JAG1
4991	NA	NA	NA	NA	NA	NA	NA	MITF	JAG1
4992	NA	NA	NA	NA	NA	NA	NA	TP53	JAG1
4993	NA	NA	NA	NA	NA	NA	NA	PPARG	JAG1
4994	NA	NA	NA	NA	NA	NA	NA	FOXA2	JAG1
4995	NA	NA	NA	NA	NA	NA	NA	HNF4A	JAG1
4996	NA	NA	NA	NA	NA	NA	NA	REST	JAG1
4997	NA	NA	NA	NA	NA	NA	NA	ASH2L	JAG1
4998	NA	NA	NA	NA	NA	NA	NA	TRIM28	JAG1
4999	NA	NA	NA	NA	NA	NA	NA	FOXO3	JAG1
5000	NA	NA	NA	NA	NA	NA	NA	EP300	JAG1
5001	NA	NA	NA	NA	NA	NA	NA	ESR1	JAG1
5002	NA	NA	NA	NA	NA	NA	NA	OLIG2	JAG1
5003	NA	NA	NA	NA	NA	NA	NA	SMARCA4	JAG1
5004	NA	NA	NA	NA	NA	NA	NA	WT1	JAG1
5005	NA	NA	NA	NA	NA	NA	NA	ATF3	JAG1
5006	NA	NA	NA	NA	NA	NA	NA	NR3C1	JAG1
5007	NA	NA	NA	NA	NA	NA	NA	RUNX2	JAG1
5008	NA	NA	NA	NA	NA	NA	NA	EZH2	JAG1
5009	NA	NA	NA	NA	NA	NA	NA	RNF2	JAG1
5010	NA	NA	NA	NA	NA	NA	NA	JARID2	JAG1
5011	NA	NA	NA	NA	NA	NA	NA	MTF2	JAG1
5012	NA	NA	NA	NA	NA	NA	NA	SUZ12	JAG1
5013	NA	NA	NA	NA	NA	NA	NA	RCOR1	JAG1
5014	NA	NA	NA	NA	NA	NA	NA	NR1H3	JAG1
5015	NA	NA	NA	NA	NA	NA	NA	AR	DLK1
5016	NA	NA	NA	NA	NA	NA	NA	STAT3	DLK1
5017	NA	NA	NA	NA	NA	NA	NA	CREM	DLK1
5018	NA	NA	NA	NA	NA	NA	NA	FLI1	DLK1
5019	NA	NA	NA	NA	NA	NA	NA	RUNX1	DLK1
5020	NA	NA	NA	NA	NA	NA	NA	KLF4	DLK1
5021	NA	NA	NA	NA	NA	NA	NA	TCF3	DLK1
5022	NA	NA	NA	NA	NA	NA	NA	EGR1	DLK1
5023	NA	NA	NA	NA	NA	NA	NA	TP53	DLK1
5024	NA	NA	NA	NA	NA	NA	NA	GATA1	DLK1
5025	NA	NA	NA	NA	NA	NA	NA	GATA2	DLK1
5026	NA	NA	NA	NA	NA	NA	NA	REST	DLK1
5027	NA	NA	NA	NA	NA	NA	NA	EP300	DLK1
5028	NA	NA	NA	NA	NA	NA	NA	SMARCA4	DLK1
5029	NA	NA	NA	NA	NA	NA	NA	ZNF281	DLK1
5030	NA	NA	NA	NA	NA	NA	NA	KLF1	DLK1
5031	NA	NA	NA	NA	NA	NA	NA	RUNX2	DLK1
5032	NA	NA	NA	NA	NA	NA	NA	SCLY	DLK1
5033	NA	NA	NA	NA	NA	NA	NA	BMI1	DLK1
5034	NA	NA	NA	NA	NA	NA	NA	EED	DLK1
5035	NA	NA	NA	NA	NA	NA	NA	EZH2	DLK1
5036	NA	NA	NA	NA	NA	NA	NA	RNF2	DLK1
5037	NA	NA	NA	NA	NA	NA	NA	JARID2	DLK1
5038	NA	NA	NA	NA	NA	NA	NA	MTF2	DLK1
5039	NA	NA	NA	NA	NA	NA	NA	SUZ12	DLK1
5040	NA	NA	NA	NA	NA	NA	NA	PBX1	DLK1
5041	NA	NA	NA	NA	NA	NA	NA	LMO2	DLK1
5042	NA	NA	NA	NA	NA	NA	NA	LYL1	DLK1
5043	NA	NA	NA	NA	NA	NA	NA	AHR	DLL1
5044	NA	NA	NA	NA	NA	NA	NA	ARNT	DLL1
5045	NA	NA	NA	NA	NA	NA	NA	HOXC9	DLL1
5046	NA	NA	NA	NA	NA	NA	NA	AR	DLL1
5047	NA	NA	NA	NA	NA	NA	NA	RUNX1	DLL1
5048	NA	NA	NA	NA	NA	NA	NA	MYC	DLL1
5049	NA	NA	NA	NA	NA	NA	NA	KLF4	DLL1
5050	NA	NA	NA	NA	NA	NA	NA	NANOG	DLL1
5051	NA	NA	NA	NA	NA	NA	NA	POU5F1	DLL1
5052	NA	NA	NA	NA	NA	NA	NA	SOX2	DLL1
5053	NA	NA	NA	NA	NA	NA	NA	TCF3	DLL1
5054	NA	NA	NA	NA	NA	NA	NA	EGR1	DLL1
5055	NA	NA	NA	NA	NA	NA	NA	TP53	DLL1
5056	NA	NA	NA	NA	NA	NA	NA	FOXA2	DLL1
5057	NA	NA	NA	NA	NA	NA	NA	GATA2	DLL1
5058	NA	NA	NA	NA	NA	NA	NA	SIN3B	DLL1
5059	NA	NA	NA	NA	NA	NA	NA	FOXP1	DLL1
5060	NA	NA	NA	NA	NA	NA	NA	CNOT3	DLL1
5061	NA	NA	NA	NA	NA	NA	NA	TRIM28	DLL1
5062	NA	NA	NA	NA	NA	NA	NA	EP300	DLL1
5063	NA	NA	NA	NA	NA	NA	NA	ESR1	DLL1
5064	NA	NA	NA	NA	NA	NA	NA	SALL4	DLL1
5065	NA	NA	NA	NA	NA	NA	NA	WT1	DLL1
5066	NA	NA	NA	NA	NA	NA	NA	ZNF281	DLL1
5067	NA	NA	NA	NA	NA	NA	NA	TFCP2L1	DLL1
5068	NA	NA	NA	NA	NA	NA	NA	RUNX2	DLL1
5069	NA	NA	NA	NA	NA	NA	NA	ZFP42	DLL1
5070	NA	NA	NA	NA	NA	NA	NA	EED	DLL1
5071	NA	NA	NA	NA	NA	NA	NA	PHC1	DLL1
5072	NA	NA	NA	NA	NA	NA	NA	EZH2	DLL1
5073	NA	NA	NA	NA	NA	NA	NA	RNF2	DLL1
5074	NA	NA	NA	NA	NA	NA	NA	JARID2	DLL1
5075	NA	NA	NA	NA	NA	NA	NA	MTF2	DLL1
5076	NA	NA	NA	NA	NA	NA	NA	SUZ12	DLL1
5077	NA	NA	NA	NA	NA	NA	NA	NACC1	DLL1
5078	NA	NA	NA	NA	NA	NA	NA	NR0B1	DLL1
5079	NA	NA	NA	NA	NA	NA	NA	ZIC3	DLL1
5080	NA	NA	NA	NA	NA	NA	NA	SREBF2	DLL1
5081	NA	NA	NA	NA	NA	NA	NA	GATA3	DLL1
5082	NA	NA	NA	NA	NA	NA	NA	STAT1	DLL1
5083	NA	NA	NA	NA	NA	NA	NA	NR1H3	DLL1
5084	NA	NA	NA	NA	NA	NA	NA	ESR2	DLL1
5085	NA	NA	NA	NA	NA	NA	NA	CEBPD	PSEN1
5086	NA	NA	NA	NA	NA	NA	NA	VDR	PSEN1
5087	NA	NA	NA	NA	NA	NA	NA	STAT3	PSEN1
5088	NA	NA	NA	NA	NA	NA	NA	CREB1	PSEN1
5089	NA	NA	NA	NA	NA	NA	NA	CREM	PSEN1
5090	NA	NA	NA	NA	NA	NA	NA	FLI1	PSEN1
5091	NA	NA	NA	NA	NA	NA	NA	RUNX1	PSEN1
5092	NA	NA	NA	NA	NA	NA	NA	MYC	PSEN1
5093	NA	NA	NA	NA	NA	NA	NA	SPI1	PSEN1
5094	NA	NA	NA	NA	NA	NA	NA	KLF4	PSEN1
5095	NA	NA	NA	NA	NA	NA	NA	POU5F1	PSEN1
5096	NA	NA	NA	NA	NA	NA	NA	HNF4A	PSEN1
5097	NA	NA	NA	NA	NA	NA	NA	SETDB1	PSEN1
5098	NA	NA	NA	NA	NA	NA	NA	EOMES	PSEN1
5099	NA	NA	NA	NA	NA	NA	NA	TFAP2C	PSEN1
5100	NA	NA	NA	NA	NA	NA	NA	PPARD	PSEN1
5101	NA	NA	NA	NA	NA	NA	NA	MYCN	PSEN1
5102	NA	NA	NA	NA	NA	NA	NA	TAL1	PSEN1
5103	NA	NA	NA	NA	NA	NA	NA	OLIG2	PSEN1
5104	NA	NA	NA	NA	NA	NA	NA	SALL4	PSEN1
5105	NA	NA	NA	NA	NA	NA	NA	SMAD2	PSEN1
5106	NA	NA	NA	NA	NA	NA	NA	SMAD3	PSEN1
5107	NA	NA	NA	NA	NA	NA	NA	MYBL2	PSEN1
5108	NA	NA	NA	NA	NA	NA	NA	CHD1	PSEN1
5109	NA	NA	NA	NA	NA	NA	NA	MECOM	PSEN1
5110	NA	NA	NA	NA	NA	NA	NA	STAT4	PSEN1
5111	NA	NA	NA	NA	NA	NA	NA	TBX5	PSEN1
5112	NA	NA	NA	NA	NA	NA	NA	FOXP2	PSEN1
5113	NA	NA	NA	NA	NA	NA	NA	RELA	PSEN1
5114	NA	NA	NA	NA	NA	NA	NA	SOX11	PSEN1
5115	NA	NA	NA	NA	NA	NA	NA	SMAD1	PSEN1
5116	NA	NA	NA	NA	NA	NA	NA	BCL3	PSEN1
5117	NA	NA	NA	NA	NA	NA	NA	TCF7L2	PSEN1
5118	NA	NA	NA	NA	NA	NA	NA	IRF1	PSEN1
5119	NA	NA	NA	NA	NA	NA	NA	PAX3	THBS2
5120	NA	NA	NA	NA	NA	NA	NA	AR	THBS2
5121	NA	NA	NA	NA	NA	NA	NA	STAT3	THBS2
5122	NA	NA	NA	NA	NA	NA	NA	TCF4	THBS2
5123	NA	NA	NA	NA	NA	NA	NA	TP63	THBS2
5124	NA	NA	NA	NA	NA	NA	NA	RUNX1	THBS2
5125	NA	NA	NA	NA	NA	NA	NA	MYC	THBS2
5126	NA	NA	NA	NA	NA	NA	NA	KLF4	THBS2
5127	NA	NA	NA	NA	NA	NA	NA	NANOG	THBS2
5128	NA	NA	NA	NA	NA	NA	NA	POU5F1	THBS2
5129	NA	NA	NA	NA	NA	NA	NA	SOX2	THBS2
5130	NA	NA	NA	NA	NA	NA	NA	TCF3	THBS2
5131	NA	NA	NA	NA	NA	NA	NA	EGR1	THBS2
5132	NA	NA	NA	NA	NA	NA	NA	TP53	THBS2
5133	NA	NA	NA	NA	NA	NA	NA	PPARG	THBS2
5134	NA	NA	NA	NA	NA	NA	NA	REST	THBS2
5135	NA	NA	NA	NA	NA	NA	NA	PPARD	THBS2
5136	NA	NA	NA	NA	NA	NA	NA	ERG	THBS2
5137	NA	NA	NA	NA	NA	NA	NA	TRIM28	THBS2
5138	NA	NA	NA	NA	NA	NA	NA	SOX9	THBS2
5139	NA	NA	NA	NA	NA	NA	NA	EP300	THBS2
5140	NA	NA	NA	NA	NA	NA	NA	ESR1	THBS2
5141	NA	NA	NA	NA	NA	NA	NA	SALL4	THBS2
5142	NA	NA	NA	NA	NA	NA	NA	RUNX2	THBS2
5143	NA	NA	NA	NA	NA	NA	NA	FOXP2	THBS2
5144	NA	NA	NA	NA	NA	NA	NA	ESRRB	THBS2
5145	NA	NA	NA	NA	NA	NA	NA	TBX3	THBS2
5146	NA	NA	NA	NA	NA	NA	NA	RELA	THBS2
5147	NA	NA	NA	NA	NA	NA	NA	BACH1	THBS2
5148	NA	NA	NA	NA	NA	NA	NA	HSF1	THBS2
5149	NA	NA	NA	NA	NA	NA	NA	NR0B1	THBS2
5150	NA	NA	NA	NA	NA	NA	NA	ZIC3	THBS2
5151	NA	NA	NA	NA	NA	NA	NA	SMAD1	THBS2
5152	NA	NA	NA	NA	NA	NA	NA	DROSHA	THBS2
5153	NA	NA	NA	NA	NA	NA	NA	STAT3	SCGB3A1
5154	NA	NA	NA	NA	NA	NA	NA	TP63	SCGB3A1
5155	NA	NA	NA	NA	NA	NA	NA	NANOG	SCGB3A1
5156	NA	NA	NA	NA	NA	NA	NA	POU5F1	SCGB3A1
5157	NA	NA	NA	NA	NA	NA	NA	SOX2	SCGB3A1
5158	NA	NA	NA	NA	NA	NA	NA	TCF3	SCGB3A1
5159	NA	NA	NA	NA	NA	NA	NA	EGR1	SCGB3A1
5160	NA	NA	NA	NA	NA	NA	NA	SETDB1	SCGB3A1
5161	NA	NA	NA	NA	NA	NA	NA	TET1	SCGB3A1
5162	NA	NA	NA	NA	NA	NA	NA	EP300	SCGB3A1
5163	NA	NA	NA	NA	NA	NA	NA	ESR1	SCGB3A1
5164	NA	NA	NA	NA	NA	NA	NA	SALL4	SCGB3A1
5165	NA	NA	NA	NA	NA	NA	NA	SOX17	SCGB3A1
5166	NA	NA	NA	NA	NA	NA	NA	ZFP42	SCGB3A1
5167	NA	NA	NA	NA	NA	NA	NA	MEIS1	SCGB3A1
5168	NA	NA	NA	NA	NA	NA	NA	NR0B1	SCGB3A1
5169	NA	NA	NA	NA	NA	NA	NA	TCF4	JAG2
5170	NA	NA	NA	NA	NA	NA	NA	SMAD4	JAG2
5171	NA	NA	NA	NA	NA	NA	NA	TP63	JAG2
5172	NA	NA	NA	NA	NA	NA	NA	CREM	JAG2
5173	NA	NA	NA	NA	NA	NA	NA	FLI1	JAG2
5174	NA	NA	NA	NA	NA	NA	NA	RUNX1	JAG2
5175	NA	NA	NA	NA	NA	NA	NA	MYC	JAG2
5176	NA	NA	NA	NA	NA	NA	NA	POU5F1	JAG2
5177	NA	NA	NA	NA	NA	NA	NA	EGR1	JAG2
5178	NA	NA	NA	NA	NA	NA	NA	MITF	JAG2
5179	NA	NA	NA	NA	NA	NA	NA	TP53	JAG2
5180	NA	NA	NA	NA	NA	NA	NA	GATA1	JAG2
5181	NA	NA	NA	NA	NA	NA	NA	GATA2	JAG2
5182	NA	NA	NA	NA	NA	NA	NA	SIN3B	JAG2
5183	NA	NA	NA	NA	NA	NA	NA	REST	JAG2
5184	NA	NA	NA	NA	NA	NA	NA	SETDB1	JAG2
5185	NA	NA	NA	NA	NA	NA	NA	TFAP2C	JAG2
5186	NA	NA	NA	NA	NA	NA	NA	TET1	JAG2
5187	NA	NA	NA	NA	NA	NA	NA	GFI1B	JAG2
5188	NA	NA	NA	NA	NA	NA	NA	TAL1	JAG2
5189	NA	NA	NA	NA	NA	NA	NA	TRIM28	JAG2
5190	NA	NA	NA	NA	NA	NA	NA	SCLY	JAG2
5191	NA	NA	NA	NA	NA	NA	NA	TCF7	JAG2
5192	NA	NA	NA	NA	NA	NA	NA	CTCF	JAG2
5193	NA	NA	NA	NA	NA	NA	NA	SUZ12	JAG2
5194	NA	NA	NA	NA	NA	NA	NA	LMO2	JAG2
5195	NA	NA	NA	NA	NA	NA	NA	MEIS1	JAG2
5196	NA	NA	NA	NA	NA	NA	NA	RCOR1	JAG2
5197	NA	NA	NA	NA	NA	NA	NA	PAX6	JAG2
5198	NA	NA	NA	NA	NA	NA	NA	TP63	COMP
5199	NA	NA	NA	NA	NA	NA	NA	CREM	COMP
5200	NA	NA	NA	NA	NA	NA	NA	TCF3	COMP
5201	NA	NA	NA	NA	NA	NA	NA	EGR1	COMP
5202	NA	NA	NA	NA	NA	NA	NA	FOXA2	COMP
5203	NA	NA	NA	NA	NA	NA	NA	HNF4A	COMP
5204	NA	NA	NA	NA	NA	NA	NA	SIN3B	COMP
5205	NA	NA	NA	NA	NA	NA	NA	REST	COMP
5206	NA	NA	NA	NA	NA	NA	NA	TET1	COMP
5207	NA	NA	NA	NA	NA	NA	NA	SOX9	COMP
5208	NA	NA	NA	NA	NA	NA	NA	SRY	COMP
5209	NA	NA	NA	NA	NA	NA	NA	TEAD4	COMP
5210	NA	NA	NA	NA	NA	NA	NA	BMI1	COMP
5211	NA	NA	NA	NA	NA	NA	NA	EED	COMP
5212	NA	NA	NA	NA	NA	NA	NA	PHC1	COMP
5213	NA	NA	NA	NA	NA	NA	NA	EZH2	COMP
5214	NA	NA	NA	NA	NA	NA	NA	RNF2	COMP
5215	NA	NA	NA	NA	NA	NA	NA	JARID2	COMP
5216	NA	NA	NA	NA	NA	NA	NA	MTF2	COMP
5217	NA	NA	NA	NA	NA	NA	NA	SUZ12	COMP
5218	NA	NA	NA	NA	NA	NA	NA	JUN	COMP
5219	NA	NA	NA	NA	NA	NA	NA	EWSR1	COMP
5220	NA	NA	NA	NA	NA	NA	NA	HSF1	COMP
5221	NA	NA	NA	NA	NA	NA	NA	ELF1	COMP
5222	NA	NA	NA	NA	NA	NA	NA	STAT3	VTN
5223	NA	NA	NA	NA	NA	NA	NA	E2F1	VTN
5224	NA	NA	NA	NA	NA	NA	NA	SPI1	VTN
5225	NA	NA	NA	NA	NA	NA	NA	HNF4A	VTN
5226	NA	NA	NA	NA	NA	NA	NA	RCOR3	VTN
5227	NA	NA	NA	NA	NA	NA	NA	SIN3B	VTN
5228	NA	NA	NA	NA	NA	NA	NA	REST	VTN
5229	NA	NA	NA	NA	NA	NA	NA	TET1	VTN
5230	NA	NA	NA	NA	NA	NA	NA	GFI1B	VTN
5231	NA	NA	NA	NA	NA	NA	NA	CNOT3	VTN
5232	NA	NA	NA	NA	NA	NA	NA	TRIM28	VTN
5233	NA	NA	NA	NA	NA	NA	NA	SRY	VTN
5234	NA	NA	NA	NA	NA	NA	NA	CCND1	VTN
5235	NA	NA	NA	NA	NA	NA	NA	MTF2	VTN
5236	NA	NA	NA	NA	NA	NA	NA	SUZ12	VTN
5237	NA	NA	NA	NA	NA	NA	NA	TFAP2A	VTN
5238	NA	NA	NA	NA	NA	NA	NA	PBX1	VTN
