DRRID	C2-R2-ID	C2-R2-PW	C2-R2-TYPE	C2-R2-ids	C2-R2-genes	C2-R2-RRecetors-ids	C2-R2-RRecetors-genes	C2-R2-RReceptors-type	C2-R2-RLigands-ids	C2-R2-RLigands-genes	C2-R2-RLigands-type	SocketPairs_Receptor
6759	Route760	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n120,n86,n83,n109,n78,n74,n68,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,ARF6,PLD1,PLD2,C00416,PIP5K1C,PIP5K1A,PIP5K1B,C04637,WAS,ARPC5,ARPC4,ARPC3,ARPC1B,ACTR3,ACTR2,ARPC2,ARPC1A,ACTR3B,ACTR3C,ARPC5L,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR1A
6760	Route761	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n120,n86,n145,n105,n52,n157,n98,n150,n230	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,ARF6,PLD1,PLD2,SPHK2,SPHK1,C06124,C00076,PRKCA,PRKCB,PRKCG,PLA2G6,C00219,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR2A
6761	Route761	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n120,n86,n145,n105,n52,n157,n98,n150,n230	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,ARF6,PLD1,PLD2,SPHK2,SPHK1,C06124,C00076,PRKCA,PRKCB,PRKCG,PLA2G6,C00219,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR1A
6762	Route762	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n120,n86,n145,n105,n52,n157,n128	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,ARF6,PLD1,PLD2,SPHK2,SPHK1,C06124,C00076,PRKCA,PRKCB,PRKCG,NCF1	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR2A
6763	Route762	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n120,n86,n145,n105,n52,n157,n128	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,ARF6,PLD1,PLD2,SPHK2,SPHK1,C06124,C00076,PRKCA,PRKCB,PRKCG,NCF1	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR1A
6764	Route763	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n120,n86,n145,n105,n52,n107,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,ARF6,PLD1,PLD2,SPHK2,SPHK1,C06124,C00076,GSN,SCIN,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR2A
6765	Route763	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n120,n86,n145,n105,n52,n107,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,ARF6,PLD1,PLD2,SPHK2,SPHK1,C06124,C00076,GSN,SCIN,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR1A
6766	Route764	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n120,n109,n78,n74,n68,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,ARF6,PIP5K1C,PIP5K1A,PIP5K1B,C04637,WAS,ARPC5,ARPC4,ARPC3,ARPC1B,ACTR3,ACTR2,ARPC2,ARPC1A,ACTR3B,ACTR3C,ARPC5L,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR2A
6767	Route764	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n120,n109,n78,n74,n68,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,ARF6,PIP5K1C,PIP5K1A,PIP5K1B,C04637,WAS,ARPC5,ARPC4,ARPC3,ARPC1B,ACTR3,ACTR2,ARPC2,ARPC1A,ACTR3B,ACTR3C,ARPC5L,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR1A
6768	Route765	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n65,n66,n109,n78,n74,n68,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,VAV3,VAV1,VAV2,RAC1,RAC2,PIP5K1C,PIP5K1A,PIP5K1B,C04637,WAS,ARPC5,ARPC4,ARPC3,ARPC1B,ACTR3,ACTR2,ARPC2,ARPC1A,ACTR3B,ACTR3C,ARPC5L,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR2A
6769	Route765	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n65,n66,n109,n78,n74,n68,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,VAV3,VAV1,VAV2,RAC1,RAC2,PIP5K1C,PIP5K1A,PIP5K1B,C04637,WAS,ARPC5,ARPC4,ARPC3,ARPC1B,ACTR3,ACTR2,ARPC2,ARPC1A,ACTR3B,ACTR3C,ARPC5L,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR1A
6770	Route766	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n65,n66,n87,n90,n93,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,VAV3,VAV1,VAV2,RAC1,RAC2,PAK1,LIMK1,LIMK2,CFL1,CFL2,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR2A
6771	Route766	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n65,n66,n87,n90,n93,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,VAV3,VAV1,VAV2,RAC1,RAC2,PAK1,LIMK1,LIMK2,CFL1,CFL2,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR1A
6772	Route767	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n65,n66,n67,n68,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,VAV3,VAV1,VAV2,RAC1,RAC2,WASF2,WASF3,WASF1,ARPC5,ARPC4,ARPC3,ARPC1B,ACTR3,ACTR2,ARPC2,ARPC1A,ACTR3B,ACTR3C,ARPC5L,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR2A
6773	Route767	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n65,n66,n67,n68,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,VAV3,VAV1,VAV2,RAC1,RAC2,WASF2,WASF3,WASF1,ARPC5,ARPC4,ARPC3,ARPC1B,ACTR3,ACTR2,ARPC2,ARPC1A,ACTR3B,ACTR3C,ARPC5L,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR1A
6774	Route768	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n65,n66,n123,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,VAV3,VAV1,VAV2,RAC1,RAC2,ARF6,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR2A
6775	Route768	Fc gamma R-mediated phagocytosis	P1	n28,n222,n22,n65,n66,n123,n225	IGH,FCGR3A,FCGR3B,FCGR2A,FCGR1A,SYK,VAV3,VAV1,VAV2,RAC1,RAC2,ARF6,TF	n222	FCGR3A,FCGR3B,FCGR2A,FCGR1A	OR_bundle	n28	IGH	And_bundle	FCGR1A
6776	Route814	FoxO signaling pathway	P1	n5,n11,n18,n16,n19,n17,n1,n7	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,PDPK1,CHUK,IKBKB,FOXO6,FOXO1,FOXO3,FOXO4	n11	INSR	OR_bundle	n5	INS	And_bundle	INSR
6777	Route815	FoxO signaling pathway	P1	n5,n11,n18,n16,n19,n17,n15,n1,n7	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,PDPK1,AKT3,AKT1,AKT2,CHUK,IKBKB,FOXO6,FOXO1,FOXO3,FOXO4	n11	INSR	OR_bundle	n5	INS	And_bundle	INSR
6778	Route816	FoxO signaling pathway	P1	n5,n11,n18,n16,n19,n17,n15,n7	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,PDPK1,AKT3,AKT1,AKT2,FOXO6,FOXO1,FOXO3,FOXO4	n11	INSR	OR_bundle	n5	INS	And_bundle	INSR
6779	Route817	FoxO signaling pathway	P1	n5,n11,n18,n16,n19,n17,n70,n7	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,PDPK1,C8orf44-SGK3,SGK2,SGK3,SGK1,FOXO6,FOXO1,FOXO3,FOXO4	n11	INSR	OR_bundle	n5	INS	And_bundle	INSR
6780	Route818	FoxO signaling pathway	P1	n27,n24,n25,n8,n9,n12,n10,n3,n7	EGF,EGFR,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3,FOXO6,FOXO1,FOXO3,FOXO4	n24	EGFR	OR_bundle	n27	EGF	And_bundle	EGFR
6781	Route819	FoxO signaling pathway	P1	n34,n35,n18,n16,n19,n17,n1,n7	IGF1,IGF1R,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,PDPK1,CHUK,IKBKB,FOXO6,FOXO1,FOXO3,FOXO4	n35	IGF1R	OR_bundle	n34	IGF1	And_bundle	IGF1R
6782	Route820	FoxO signaling pathway	P1	n34,n35,n18,n16,n19,n17,n15,n1,n7	IGF1,IGF1R,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,PDPK1,AKT3,AKT1,AKT2,CHUK,IKBKB,FOXO6,FOXO1,FOXO3,FOXO4	n35	IGF1R	OR_bundle	n34	IGF1	And_bundle	IGF1R
6783	Route821	FoxO signaling pathway	P1	n34,n35,n18,n16,n19,n17,n15,n7	IGF1,IGF1R,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,PDPK1,AKT3,AKT1,AKT2,FOXO6,FOXO1,FOXO3,FOXO4	n35	IGF1R	OR_bundle	n34	IGF1	And_bundle	IGF1R
6784	Route822	FoxO signaling pathway	P1	n34,n35,n18,n16,n19,n17,n70,n7	IGF1,IGF1R,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,PDPK1,C8orf44-SGK3,SGK2,SGK3,SGK1,FOXO6,FOXO1,FOXO3,FOXO4	n35	IGF1R	OR_bundle	n34	IGF1	And_bundle	IGF1R
6785	Route844	GnRH signaling pathway	P1	n28,n25,n27,n3,n13,n31,n14	GNRH1,GNRH2,GNRHR,GNAS,ADCY1,ADCY2,ADCY3,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADCY4,C00575,PRKACA,PRKACB,PRKACG,ATF4	n25	GNRHR	OR_bundle	n28	GNRH1,GNRH2	OR_bundle	GNRHR
6786	Route845	GnRH signaling pathway	P1	n28,n25,n23,n10,n8,n2,n29,n11,n47,n44,n45,n46	GNRH1,GNRH2,GNRHR,GNA11,GNAQ,PLCB1,PLCB2,PLCB3,PLCB4,C00165,PRKCA,PRKCB,PRKCD,SRC,CDC42,MAP3K1,MAP2K7,MAP2K4,MAPK8,MAPK9,MAPK10,JUN	n25	GNRHR	OR_bundle	n28	GNRH1,GNRH2	OR_bundle	GNRHR
6787	Route846	GnRH signaling pathway	P1	n28,n25,n23,n10,n8,n2,n29,n41,n40,n39,n38,n37,n36,n34,n180	GNRH1,GNRH2,GNRHR,GNA11,GNAQ,PLCB1,PLCB2,PLCB3,PLCB4,C00165,PRKCA,PRKCB,PRKCD,SRC,EGFR,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,RAF1,MAP2K1,MAP2K2,MAPK1,MAPK3,ELK1,EGR1	n25,n41	GNRHR,EGFR	OR_bundle,OR_bundle	n28	GNRH1,GNRH2	OR_bundle	GNRHR
6788	Route846	GnRH signaling pathway	P1	n28,n25,n23,n10,n8,n2,n29,n41,n40,n39,n38,n37,n36,n34,n180	GNRH1,GNRH2,GNRHR,GNA11,GNAQ,PLCB1,PLCB2,PLCB3,PLCB4,C00165,PRKCA,PRKCB,PRKCD,SRC,EGFR,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,RAF1,MAP2K1,MAP2K2,MAPK1,MAPK3,ELK1,EGR1	n25,n41	GNRHR,EGFR	OR_bundle,OR_bundle	n28	GNRH1,GNRH2	OR_bundle	EGFR
6789	Route847	GnRH signaling pathway	P1	n28,n25,n23,n10,n8,n2,n29,n38,n37,n36,n34,n180	GNRH1,GNRH2,GNRHR,GNA11,GNAQ,PLCB1,PLCB2,PLCB3,PLCB4,C00165,PRKCA,PRKCB,PRKCD,SRC,HRAS,KRAS,NRAS,RAF1,MAP2K1,MAP2K2,MAPK1,MAPK3,ELK1,EGR1	n25	GNRHR	OR_bundle	n28	GNRH1,GNRH2	OR_bundle	GNRHR
6790	Route848	GnRH signaling pathway	P1	n28,n25,n23,n10,n8,n2,n37,n36,n34,n180	GNRH1,GNRH2,GNRHR,GNA11,GNAQ,PLCB1,PLCB2,PLCB3,PLCB4,C00165,PRKCA,PRKCB,PRKCD,RAF1,MAP2K1,MAP2K2,MAPK1,MAPK3,ELK1,EGR1	n25	GNRHR	OR_bundle	n28	GNRH1,GNRH2	OR_bundle	GNRHR
6791	Route849	GnRH signaling pathway	P1	n42,n41,n40,n39,n38,n37,n36,n34,n180	HBEGF,EGFR,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,RAF1,MAP2K1,MAP2K2,MAPK1,MAPK3,ELK1,EGR1	n41	EGFR	OR_bundle	n42	HBEGF	And_bundle	EGFR
6792	Route864	HIF-1 signaling pathway	P1	n72,n73,n74	IL6,IL6R,STAT3	n73	IL6R	OR_bundle	n72	IL6	And_bundle	IL6R
6793	Route941	IL-17 signaling pathway	P1	n18,n29,n27,n4,n2,n1,n8,n12	IL17A,IL17RA,TRAF3IP2,TRAF6,MAP3K7,IKBKB,NFKBIA,NFKB1,RELA	n29	IL17RA	OR_bundle	n18	IL17A	And_bundle	IL17RA
6794	Route942	IL-17 signaling pathway	P1	n18,n29,n27,n4,n37,n13	IL17A,IL17RA,TRAF3IP2,TRAF6,MAPK14,MAPK15,MAPK1,MAPK3,MAPK4,MAPK6,MAPK7,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,MAPK12,FOS,FOSB,JUN,JUND,FOSL1	n29	IL17RA	OR_bundle	n18	IL17A	And_bundle	IL17RA
6795	Route945	Insulin secretion	P1	n14,n6,n12,n8,n15,n11,n173	GCG,GLP1R,GNAS,ADCY1,ADCY2,ADCY3,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADCY4,C00575,PRKACA,PRKACB,PRKACG,PDX1,CREB3,CREB1,ATF2,ATF6B,CREB3L4,ATF4,CREB3L2,CREB3L3,CREB3L1,CREB5	n6	GLP1R	OR_bundle	n14	GCG	And_bundle	GLP1R
6796	Route947	Insulin secretion	P1	n49,n50,n12,n8,n15,n11,n173	ADCYAP1,ADCYAP1R1,GNAS,ADCY1,ADCY2,ADCY3,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADCY4,C00575,PRKACA,PRKACB,PRKACG,PDX1,CREB3,CREB1,ATF2,ATF6B,CREB3L4,ATF4,CREB3L2,CREB3L3,CREB3L1,CREB5	n50	ADCYAP1R1	OR_bundle	n49	ADCYAP1	And_bundle	ADCYAP1R1
6797	Route949	Insulin signaling pathway	P1	n16,n36,n34,n38,n30,n31,n41,n33,n11,n9	INS,INSR,SHC2,SHC4,SHC3,SHC1,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3,ELK1	n36	INSR	OR_bundle	n16	INS	And_bundle	INSR
6798	Route950	Insulin signaling pathway	P1	n16,n36,n64,n38,n30,n31,n41,n33,n11,n9	INS,INSR,IRS1,IRS4,IRS2,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,RAF1,BRAF,MAP2K1,MAP2K2,MAPK1,MAPK3,ELK1	n36	INSR	OR_bundle	n16	INS	And_bundle	INSR
6799	Route951	Insulin signaling pathway	P1	n16,n36,n64,n52,n65,n59,n55	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,PRKCI,PRKCZ,SREBF1	n36	INSR	OR_bundle	n16	INS	And_bundle	INSR
6800	Route952	Insulin signaling pathway	P1	n16,n36,n64,n52,n65,n62,n59,n55	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,PDPK1,PRKCI,PRKCZ,SREBF1	n36	INSR	OR_bundle	n16	INS	And_bundle	INSR
6801	Route953	Insulin signaling pathway	P1	n16,n36,n64,n52,n65,n62,n51,n28	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,PDPK1,AKT3,AKT1,AKT2,FOXO1	n36	INSR	OR_bundle	n16	INS	And_bundle	INSR
6802	Route966	Longevity regulating pathway	P1	n20,n21,n24,n8,n9,n7,n31,n28,n29	IGF1,IGF1R,HRAS,KRAS,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,ADCY1,ADCY2,ADCY3,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADCY4,C00575,PRKACA,PRKACB,PRKACG	n21	IGF1R	OR_bundle	n20	IGF1	And_bundle	IGF1R
6803	Route967	Longevity regulating pathway	P1	n20,n21,n24,n8,n9,n7,n6,n163,n150	IGF1,IGF1R,HRAS,KRAS,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,MTOR,RPTOR,AKT1S1,ULK1,RB1CC1,ATG13,ATG101,Autophagy - animal	n21	IGF1R	OR_bundle	n20	IGF1	And_bundle	IGF1R
6804	Route968	Longevity regulating pathway	P1	n20,n21,n24,n8,n9,n7,n6,n43	IGF1,IGF1R,HRAS,KRAS,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,MTOR,RPTOR,AKT1S1,mTOR signaling pathway	n21	IGF1R	OR_bundle	n20	IGF1	And_bundle	IGF1R
6805	Route969	Longevity regulating pathway	P1	n20,n21,n24,n8,n9,n7,n162,n59,n6,n163,n150	IGF1,IGF1R,HRAS,KRAS,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,TSC2,TSC1,RHEB,MTOR,RPTOR,AKT1S1,ULK1,RB1CC1,ATG13,ATG101,Autophagy - animal	n21	IGF1R	OR_bundle	n20	IGF1	And_bundle	IGF1R
6806	Route970	Longevity regulating pathway	P1	n20,n21,n24,n8,n9,n7,n162,n59,n6,n43	IGF1,IGF1R,HRAS,KRAS,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,TSC2,TSC1,RHEB,MTOR,RPTOR,AKT1S1,mTOR signaling pathway	n21	IGF1R	OR_bundle	n20	IGF1	And_bundle	IGF1R
6807	Route971	Longevity regulating pathway	P1	n20,n21,n24,n8,n9,n7,n4	IGF1,IGF1R,HRAS,KRAS,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,FOXO1,FOXO3	n21	IGF1R	OR_bundle	n20	IGF1	And_bundle	IGF1R
6808	Route972	Longevity regulating pathway	P1	n39,n40,n23,n8,n9,n7,n31,n28,n29	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,ADCY1,ADCY2,ADCY3,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADCY4,C00575,PRKACA,PRKACB,PRKACG	n40	INSR	OR_bundle	n39	INS	And_bundle	INSR
6809	Route973	Longevity regulating pathway	P1	n39,n40,n23,n8,n9,n7,n6,n163,n150	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,MTOR,RPTOR,AKT1S1,ULK1,RB1CC1,ATG13,ATG101,Autophagy - animal	n40	INSR	OR_bundle	n39	INS	And_bundle	INSR
6810	Route974	Longevity regulating pathway	P1	n39,n40,n23,n8,n9,n7,n6,n43	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,MTOR,RPTOR,AKT1S1,mTOR signaling pathway	n40	INSR	OR_bundle	n39	INS	And_bundle	INSR
6811	Route975	Longevity regulating pathway	P1	n39,n40,n23,n8,n9,n7,n162,n59,n6,n163,n150	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,TSC2,TSC1,RHEB,MTOR,RPTOR,AKT1S1,ULK1,RB1CC1,ATG13,ATG101,Autophagy - animal	n40	INSR	OR_bundle	n39	INS	And_bundle	INSR
6812	Route976	Longevity regulating pathway	P1	n39,n40,n23,n8,n9,n7,n162,n59,n6,n43	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,TSC2,TSC1,RHEB,MTOR,RPTOR,AKT1S1,mTOR signaling pathway	n40	INSR	OR_bundle	n39	INS	And_bundle	INSR
6813	Route977	Longevity regulating pathway	P1	n39,n40,n23,n8,n9,n7,n4	INS,INSR,IRS1,IRS4,IRS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,C05981,AKT3,AKT1,AKT2,FOXO1,FOXO3	n40	INSR	OR_bundle	n39	INS	And_bundle	INSR
6814	Route1015	MAPK signaling pathway	P1	n93,n90,n128,n84,n71,n577,n59,n575,n51	TNF,TNFRSF1A,TRADD,TRAF2,MAP3K5,MAP2K3,MAP2K6,MAPK14,MAPK11,MAPK13,MAPK12,MAPKAPK5,MAPKAPK3,MAPKAPK2,RPS6KA4,RPS6KA5,CDC25B,ATF4	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6815	Route1016	MAPK signaling pathway	P1	n93,n90,n128,n84,n71,n577,n59,n588	TNF,TNFRSF1A,TRADD,TRAF2,MAP3K5,MAP2K3,MAP2K6,MAPK14,MAPK11,MAPK13,MAPK12,MEF2C,MAX,DDIT3,ELK4	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6816	Route1017	MAPK signaling pathway	P1	n93,n90,n128,n84,n71,n577,n59,n591	TNF,TNFRSF1A,TRADD,TRAF2,MAP3K5,MAP2K3,MAP2K6,MAPK14,MAPK11,MAPK13,MAPK12,ELK1,TP53,ATF2	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6817	Route1018	MAPK signaling pathway	P1	n93,n90,n128,n84,n115,n16,n15	TNF,TNFRSF1A,TRADD,TRAF2,MAP3K1,CHUK,IKBKB,IKBKG,NFKB1,NFKB2,RELA,RELB	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6818	Route1019	MAPK signaling pathway	P1	n93,n90,n128,n84,n115,n102,n101,n590	TNF,TNFRSF1A,TRADD,TRAF2,MAP3K1,MAP2K4,MAPK8,MAPK9,MAPK10,JUN,FOS,JUND	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6819	Route1020	MAPK signaling pathway	P1	n93,n90,n128,n84,n115,n102,n101,n591	TNF,TNFRSF1A,TRADD,TRAF2,MAP3K1,MAP2K4,MAPK8,MAPK9,MAPK10,ELK1,TP53,ATF2	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6820	Route1021	MAPK signaling pathway	P1	n93,n90,n128,n84,n115,n102,n101,n582	TNF,TNFRSF1A,TRADD,TRAF2,MAP3K1,MAP2K4,MAPK8,MAPK9,MAPK10,NFATC1,NFATC3	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6821	Route1022	MAPK signaling pathway	P1	n93,n90,n128,n84,n80,n70,n17,n15	TNF,TNFRSF1A,TRADD,TRAF2,TAB1,MAP3K7,MAP3K14,NFKB1,NFKB2,RELA,RELB	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6822	Route1023	MAPK signaling pathway	P1	n93,n90,n128,n84,n80,n70,n17,n16,n15	TNF,TNFRSF1A,TRADD,TRAF2,TAB1,MAP3K7,MAP3K14,CHUK,IKBKB,IKBKG,NFKB1,NFKB2,RELA,RELB	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6823	Route1024	MAPK signaling pathway	P1	n93,n90,n128,n84,n80,n70,n16,n15	TNF,TNFRSF1A,TRADD,TRAF2,TAB1,MAP3K7,CHUK,IKBKB,IKBKG,NFKB1,NFKB2,RELA,RELB	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6824	Route1025	MAPK signaling pathway	P1	n93,n90,n128,n84,n80,n70,n47,n42	TNF,TNFRSF1A,TRADD,TRAF2,TAB1,MAP3K7,NLK,Wnt signaling pathway	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6825	Route1026	MAPK signaling pathway	P1	n93,n90,n128,n85,n115,n16,n15	TNF,TNFRSF1A,TRADD,CASP3,MAP3K1,CHUK,IKBKB,IKBKG,NFKB1,NFKB2,RELA,RELB	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6826	Route1027	MAPK signaling pathway	P1	n93,n90,n128,n85,n115,n102,n101,n590	TNF,TNFRSF1A,TRADD,CASP3,MAP3K1,MAP2K4,MAPK8,MAPK9,MAPK10,JUN,FOS,JUND	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
6827	Route1028	MAPK signaling pathway	P1	n93,n90,n128,n85,n115,n102,n101,n591	TNF,TNFRSF1A,TRADD,CASP3,MAP3K1,MAP2K4,MAPK8,MAPK9,MAPK10,ELK1,TP53,ATF2	n90	TNFRSF1A	OR_bundle	n93	TNF	And_bundle	TNFRSF1A
